"TOA5","61769","CR1000","61769","CR1000.Std.27.04","CPU:SA program.CR1","33882","Nov1"
"TIMESTAMP","RECORD","BP_hPa_Avg","AirTC_Avg","WS_ms_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","FG_CMP3_Avg","SlrW_2_Avg"
"TS","RN","hPa","Deg C","meters/second","meters/second","Deg","Deg","W/m^2","W/m^2"
"","","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg"
"2022-12-05 14:11:00",16968,470.4,28.12,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 14:21:00",16969,466.2,27.89,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 14:31:00",16970,466.7,27.3,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 14:41:00",16971,467.3,27.72,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 14:51:00",16972,467.6,27.34,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 15:01:00",16973,467.9,26.66,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 15:11:00",16974,467.9,26.93,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 15:21:00",16975,465.8,27.44,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 15:31:00",16976,465.5,27.18,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 15:41:00",16977,465.6,27.37,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 15:51:00",16978,465.7,27.21,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 16:01:00",16979,465.9,26.69,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 16:11:00",16980,465.9,26.09,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 16:21:00",16981,465.5,25.66,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 16:31:00",16982,465.2,25.98,0.09,0.09,359.9,0.1,NAN,NAN
"2022-12-05 16:41:00",16983,465.1,25.78,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 16:51:00",16984,465,25.92,0.10,0.10,359.9,0.1,NAN,NAN
"2022-12-05 17:01:00",16985,464.9,25.55,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 17:11:00",16986,464.7,25.34,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 17:21:00",16987,464.7,25.42,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 17:31:00",16988,464.7,24.8,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 17:41:00",16989,464.5,24.23,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 17:51:00",16990,464.2,23.84,0.10,0.10,359.9,0.1,NAN,NAN
"2022-12-05 18:01:00",16991,464.1,23.83,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 18:11:00",16992,464,23.75,0.09,0.09,359.9,0.10,NAN,NAN
"2022-12-05 18:21:00",16993,464.1,23.74,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 18:31:00",16994,464.1,23.62,0.09,0.09,359.9,0.10,NAN,NAN
"2022-12-05 18:41:00",16995,464.2,23.41,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 18:51:00",16996,464.2,23.18,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 19:01:00",16997,464.2,22.87,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 19:11:00",16998,464.2,22.62,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 19:21:00",16999,464.3,22.54,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 19:31:00",17000,464.3,22.42,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 19:41:00",17001,464.5,22.38,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 19:51:00",17002,464.8,22.34,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 20:01:00",17003,465.1,22.36,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 20:11:00",17004,465.3,22.4,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 20:21:00",17005,465.7,22.4,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 20:31:00",17006,466,22.41,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 20:41:00",17007,466.6,22.58,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 20:51:00",17008,467.1,22.65,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 21:01:00",17009,467.4,22.41,0.10,0.10,359.9,0.12,NAN,NAN
"2022-12-05 21:11:00",17010,467.4,22.18,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 21:21:00",17011,467.5,22.19,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 21:31:00",17012,467.6,22.08,0.10,0.10,359.9,0.10,NAN,NAN
"2022-12-05 21:41:00",17013,467.8,22.05,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 21:51:00",17014,468,21.95,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 22:01:00",17015,468.2,21.86,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 22:11:00",17016,468.3,21.76,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 22:21:00",17017,468.5,21.78,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 22:31:00",17018,468.7,21.74,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 22:41:00",17019,468.8,21.72,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 22:51:00",17020,469.1,21.67,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 23:01:00",17021,469.2,21.65,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 23:11:00",17022,469.6,21.82,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 23:21:00",17023,470,21.85,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 23:31:00",17024,470.5,21.99,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 23:41:00",17025,471,22.01,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-05 23:51:00",17026,471.5,21.95,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 00:01:00",17027,471.9,21.9,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 00:11:00",17028,472.3,21.88,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 00:21:00",17029,472.5,21.73,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 00:31:00",17030,472.5,21.61,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 00:41:00",17031,472.5,21.59,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 00:51:00",17032,472.7,21.64,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 01:01:00",17033,473,21.55,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 01:11:00",17034,473.4,21.73,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 01:21:00",17035,473.7,21.6,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 01:31:00",17036,473.9,21.59,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 01:41:00",17037,474.2,21.59,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 01:51:00",17038,474.6,21.65,0.10,0.10,359.9,0.11,NAN,NAN
"2022-12-06 02:01:00",17039,475.1,21.62,0.13,0.13,359.9,0.11,NAN,NAN
"2022-12-06 02:11:00",17040,475.2,21.37,0.19,0.19,359.9,0.11,NAN,NAN
"2022-12-06 02:21:00",17041,475.3,21.34,0.39,0.39,359.9,0.11,NAN,NAN
"2022-12-06 02:31:00",17042,475.5,21.2,0.29,0.29,359.9,0.11,NAN,NAN
"2022-12-06 02:41:00",17043,475.9,21.09,0.30,0.30,359.9,0.11,NAN,NAN
"2022-12-06 02:51:00",17044,476.2,21.08,0.23,0.23,359.9,0.11,NAN,NAN
"2022-12-06 03:01:00",17045,476.7,21.08,0.33,0.33,359.9,0.11,NAN,NAN
"2022-12-06 03:11:00",17046,477.2,20.94,0.20,0.20,359.9,0.11,NAN,NAN
"2022-12-06 03:21:00",17047,477.5,20.82,0.12,0.12,359.9,0.11,NAN,NAN
