timestamp,DHI_pf01_Avg,GHI_pf01_Avg,PA_mk01_Avg,RH_mk01_Avg,RR_mk01_Avg,TA_mk01_Avg,TB_td01_Avg,TI_dd01_Avg,UD_dd01_Avg,WD_mk01_Avg,WD_mk01_Std,WSG_mk01_Max,WS_mk01_Avg
2021-06-01T00:00:00Z,0.678,0.678,1016.0,88.5,655.4,20.2,20.96,21.95,13.51,62.42,22.27,0.3,0.217
2021-06-01T00:01:00Z,0.678,0.678,1016.0,88.5,655.4,20.2,20.96,21.95,13.51,92.1,8.69,0.4,0.317
2021-06-01T00:02:00Z,0.678,0.678,1016.0,88.6,655.4,20.2,20.96,21.95,13.51,13.92,56.69,0.4,0.217
2021-06-01T00:03:00Z,0.678,0.678,1016.0,88.4,655.4,20.2,20.96,21.95,13.51,354.1,26.07,0.5,0.267
2021-06-01T00:04:00Z,0.678,0.678,1016.0,88.3,655.4,20.2,20.96,21.95,13.51,12.02,88.9,0.2,0.117
2021-06-01T00:05:00Z,0.678,0.678,1016.0,88.3,655.4,20.12,20.95,21.95,13.51,319.5,6.525,0.5,0.383
2021-06-01T00:06:00Z,0.678,0.678,1016.0,88.3,655.4,20.1,20.96,21.95,13.51,331.2,14.36,0.5,0.433
2021-06-01T00:07:00Z,0.706,0.678,1016.0,88.3,655.4,20.1,20.95,21.95,13.48,68.0,62.76,0.5,0.267
2021-06-01T00:08:00Z,0.678,0.678,1016.0,88.4,655.4,20.1,20.94,21.95,13.44,233.4,101.8,0.4,0.217
2021-06-01T00:09:00Z,0.678,0.678,1016.0,88.4,655.4,20.1,20.91,21.93,13.44,308.0,21.6,0.6,0.317
2021-06-01T00:10:00Z,0.678,0.678,1016.0,88.4,655.4,20.1,20.9,21.92,13.51,337.0,7.326,0.7,0.383
2021-06-01T00:11:00Z,0.678,0.678,1016.0,88.5,655.4,20.1,20.89,21.92,13.51,222.0,51.0,0.4,0.217
2021-06-01T00:12:00Z,0.678,0.678,1016.0,88.5,655.4,20.07,20.88,21.92,13.51,330.5,20.25,0.5,0.383
2021-06-01T00:13:00Z,0.678,0.678,1016.0,88.5,655.4,20.03,20.87,21.92,13.48,331.9,28.25,0.5,0.267
2021-06-01T00:14:00Z,0.678,0.678,1016.0,88.6,655.4,20.0,20.87,21.92,13.44,331.1,69.45,0.5,0.25
2021-06-01T00:15:00Z,0.706,0.678,1016.0,88.6,655.4,20.0,20.86,21.92,13.46,338.9,77.74,0.6,0.3
2021-06-01T00:16:00Z,0.706,0.678,1016.0,88.7,655.4,20.0,20.86,21.92,13.48,357.4,57.47,0.3,0.283
2021-06-01T00:17:00Z,0.678,0.678,1016.0,88.7,655.4,20.0,20.86,21.92,13.51,144.9,33.75,0.5,0.317
2021-06-01T00:18:00Z,0.678,0.678,1016.0,88.8,655.4,20.0,20.84,21.9,13.46,73.65,60.75,0.7,0.333
2021-06-01T00:19:00Z,0.678,0.678,1016.0,88.9,655.4,20.05,20.83,21.89,13.44,171.3,38.25,0.8,0.4
2021-06-01T00:20:00Z,0.678,0.678,1016.0,88.9,655.4,20.08,20.83,21.89,13.44,118.6,25.0,0.4,0.233
2021-06-01T00:21:00Z,0.678,0.678,1016.0,89.0,655.4,20.1,20.86,21.89,13.44,166.1,29.56,0.4,0.3
2021-06-01T00:22:00Z,0.678,0.678,1016.0,89.1,655.4,20.1,20.87,21.89,13.43,151.3,61.31,0.5,0.267
