timestamp,DHI_pf01_Avg,GHI_pf01_Avg,PA_mk01_Avg,RH_mk01_Avg,RR_mk01_Avg,TA_mk01_Avg,TB_td01_Avg,TI_dd01_Avg,UD_dd01_Avg,WD_mk01_Avg,WD_mk01_Std,WSG_mk01_Max,WS_mk01_Avg
2021-04-01T00:00:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.49,25.42,13.44,82.7,65.12,0.4,0.267
2021-04-01T00:01:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.48,25.41,13.46,24.05,33.4,0.4,0.283
2021-04-01T00:02:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.48,25.41,13.46,80.5,60.51,0.2,0.167
2021-04-01T00:03:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.47,25.41,13.47,76.34,9.32,0.2,0.167
2021-04-01T00:04:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.48,25.41,13.42,92.5,38.6,0.3,0.183
2021-04-01T00:05:00Z,0.678,0.678,1012.0,91.6,357.1,24.12,24.47,25.4,13.46,84.5,17.76,0.4,0.267
2021-04-01T00:06:00Z,0.678,0.678,1012.0,91.6,357.1,24.2,24.46,25.4,13.46,102.3,23.62,0.5,0.317
2021-04-01T00:07:00Z,0.678,0.706,1012.0,91.6,357.1,24.2,24.45,25.41,13.46,342.2,19.81,0.4,0.283
2021-04-01T00:08:00Z,0.678,0.678,1012.0,91.5,357.1,24.13,24.44,25.4,13.46,29.83,45.02,0.5,0.3
2021-04-01T00:09:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.43,25.4,13.46,133.8,77.4,0.3,0.15
2021-04-01T00:10:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.42,25.4,13.44,79.09,29.3,0.4,0.317
2021-04-01T00:11:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.42,25.4,13.46,70.49,12.72,0.4,0.233
2021-04-01T00:12:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.41,25.4,13.46,85.2,20.43,0.4,0.2
2021-04-01T00:13:00Z,0.678,0.678,1012.0,91.5,357.1,24.1,24.41,25.4,13.46,62.2,27.73,0.3,0.2
2021-04-01T00:14:00Z,0.678,0.678,1012.0,91.4,357.1,24.1,24.4,25.4,13.44,118.9,58.75,0.5,0.267
2021-04-01T00:15:00Z,0.678,0.678,1012.0,91.4,357.1,24.1,24.36,25.4,13.46,91.8,25.62,0.5,0.367
2021-04-01T00:16:00Z,0.678,0.649,1012.0,91.3,357.1,24.1,24.35,25.4,13.46,68.98,27.79,0.4,0.25
2021-04-01T00:17:00Z,0.678,0.678,1012.0,91.3,357.1,24.03,24.35,25.4,13.46,28.04,16.37,0.4,0.25
2021-04-01T00:18:00Z,0.678,0.678,1012.0,91.3,357.1,24.0,24.35,25.4,13.47,319.6,97.2,0.3,0.15
2021-04-01T00:19:00Z,0.678,0.678,1012.0,91.2,357.1,24.0,24.34,25.4,13.44,11.15,32.45,0.3,0.183
2021-04-01T00:20:00Z,0.678,0.678,1012.0,91.2,357.1,24.0,24.34,25.4,13.46,64.73,32.41,0.2,0.1
2021-04-01T00:21:00Z,0.678,0.621,1012.0,91.2,357.1,23.93,24.34,25.4,13.46,239.5,35.47,0.2,0.183
2021-04-01T00:22:00Z,0.678,0.678,1012.0,91.2,357.1,23.9,24.32,25.4,13.46,247.6,58.64,0.3,0.2
2021-04-01T00:23:00Z,0.678,0.678,1012.0,91.1,357.1,23.9,24.29,25.39,13.47,94.9,47.2,0.3,0.2
2021-04-01T00:24:00Z,0.678,0.678,1012.0,91.1,357.1,23.9,24.23,25.38,13.44,133.5,42.34,0.4,0.3
2021-04-01T00:25:00Z,0.678,0.678,1012.0,91.1,357.1,23.88,24.19,25.37,13.46,166.1,14.84,0.7,0.467
2021-04-01T00:26:00Z,0.678,0.678,1012.0,91.1,357.1,23.8,24.14,25.37,13.46,165.8,16.34,0.5,0.2
2021-04-01T00:27:00Z,0.678,0.678,1012.0,91.0,357.1,23.8,24.11,25.37,13.47,4.339,70.58,0.1,0.083
2021-04-01T00:28:00Z,0.706,0.678,1012.0,91.0,357.1,23.8,24.12,25.37,13.44,143.1,30.42,0.2,0.133
2021-04-01T00:29:00Z,0.678,0.678,1012.0,91.0,357.1,23.73,24.09,25.35,13.46,154.3,20.29,0.4,0.317
2021-04-01T00:30:00Z,0.678,0.678,1012.0,91.1,357.1,23.7,24.04,25.32,13.46,77.32,25.05,0.4,0.3
2021-04-01T00:31:00Z,0.678,0.678,1012.0,91.2,357.1,23.7,24.04,25.31,13.47,113.5,16.91,0.4,0.25
2021-04-01T00:32:00Z,0.706,0.678,1012.0,91.2,357.1,23.7,24.04,25.31,13.45,46.04,61.16,0.4,0.217
2021-04-01T00:33:00Z,0.678,0.678,1012.0,91.1,357.1,23.7,24.04,25.31,13.44,322.0,19.31,0.3,0.267
2021-04-01T00:34:00Z,0.678,0.593,1012.0,91.1,357.1,23.7,24.05,25.31,13.46,337.6,96.2,0.3,0.217
2021-04-01T00:35:00Z,0.678,0.678,1012.0,91.1,357.1,23.7,24.06,25.31,13.46,132.2,26.48,0.4,0.167
2021-04-01T00:36:00Z,0.678,0.678,1012.0,91.2,357.1,23.7,24.04,25.29,13.47,39.32,71.24,0.2,0.133
2021-04-01T00:37:00Z,0.678,0.678,1012.0,91.2,357.1,23.7,24.03,25.28,13.45,83.8,45.61,0.5,0.3
2021-04-01T00:38:00Z,0.678,0.678,1012.0,91.2,357.1,23.7,24.01,25.28,13.44,117.1,43.0,0.5,0.283
2021-04-01T00:39:00Z,0.678,0.678,1012.0,91.3,357.1,23.7,24.01,25.28,13.46,135.5,51.0,0.5,0.217
