date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-12-21,25.9,22,29,0.1,,33,16.1,35.2,1012.3,
2022-12-22,25.7,22,29,0,,19,16.2,33.3,1011.3,
2022-12-23,25.7,21,30,0,,18,17.1,33.3,1012.2,
2022-12-24,26.6,22,30,0,,48,14.8,38.9,1013.9,
2022-12-25,26.8,25,29,2.7,,87,17.5,35.2,1015.1,
2022-12-26,26.4,23,30,5.2,,107,15.1,37,1016.4,
2022-12-27,26.7,25,30,3.6,,111,16.9,40.8,1016.9,
2022-12-28,26.4,23,29,0.8,,118,15.2,40.8,1016.5,
2022-12-29,25.9,22,29,0.2,,95,8.6,31.5,1015.7,
2022-12-30,26,22,29,0,,87,7.2,24.1,1016.7,
2022-12-31,25.3,21,30,9.8,,352,8.7,22.2,1016,
