Date,High,Avg,Low
10/1/2022,10.9,1.5,0.0
10/2/2022,12.5,1.9,0.0
10/3/2022,12.5,1.5,0.0
10/4/2022,12.7,1.9,0.0
10/23/2022,6.2,0.7,0.0
10/24/2022,9.3,0.9,0.0
10/25/2022,14.9,2.2,0.0
10/26/2022,13.6,2.6,0.0
10/27/2022,13.8,2.1,0.0
10/28/2022,9.6,1.6,0.0
10/29/2022,12.3,1.4,0.0
10/30/2022,12.5,2.7,0.0
10/31/2022,14.9,3.1,0.0
